qvalue_cutoff	neg_log10_qvalue_threshold	n_peaks_passing
1e-1	1	57451
1e-2	2	57451
1e-3	3	33468
1e-4	4	17782
1e-5	5	9674
1e-6	6	5096
1e-7	7	2642
1e-8	8	1293
1e-9	9	690
1e-10	10	524
1e-11	11	266
1e-12	12	133
1e-13	13	70
1e-14	14	53
1e-15	15	28
1e-16	16	18
1e-17	17	16
1e-18	18	10
1e-19	19	4
1e-20	20	4
1e-21	21	3
1e-22	22	1
1e-23	23	1
1e-24	24	1
1e-25	25	1
1e-26	26	1
1e-27	27	1
1e-28	28	1
1e-29	29	1
1e-30	30	1
